descripcion,causa
121/01/201009306-2010-0009P DEPRECATORIO,093062010000
218/01/201009306-2010-0008P DEPRECATORIO,093062010000
318/01/201009306-2010-0007P DEPRECATORIO,093062010000
414/01/201009306-2010-0006P DEPRECATORIO,093062010000
513/01/201009306-2010-0005P DEPRECATORIO,093062010000
611/01/201009306-2010-0004P DEPRECATORIO,093062010000
707/01/201009306-2010-0003P DEPRECATORIO,093062010000
806/01/201009306-2010-0002P DEPRECATORIO,093062010000
905/01/201009306-2010-0001P DEPRECATORIO,093062010000
1005/01/201009306-2010-0005  DIVORCIO LITIGIOSO,093062010000
1105/01/201009306-2010-0006  DIVORCIO POR MUTUO CONSENTIMIENTO,093062010000
1205/01/201009306-2010-0007  PRESCRIPCIÓN ADQUISITIVA DE DOMINIO,093062010000
1305/01/201009306-2010-0008  RECUSACION,093062010000
1405/01/201009306-2010-0009  COBRO DE CHEQUE,093062010000
1504/01/201009306-2010-0001  OBLIGACIONES; ART. 423 CPC,093062010000
1604/01/201009306-2010-0002  DIVORCIO POR MUTUO CONSENTIMIENTO,093062010000
1704/01/201009306-2010-0003  DIVORCIO POR MUTUO CONSENTIMIENTO,093062010000
1804/01/201009306-2010-0004  DINERO,093062010000
109/02/201009306-2010-0019P DEPRECATORIO,093062010001
205/02/201009306-2010-0018P DEPRECATORIO,093062010001
305/02/201009306-2010-0017P DEPRECATORIO,093062010001
404/02/201009306-2010-0016P DEPRECATORIO,093062010001
502/02/201009306-2010-0015P DEPRECATORIO,093062010001
629/01/201009306-2010-0014P DEPRECATORIO,093062010001
728/01/201009306-2010-0013P DEPRECATORIO,093062010001
827/01/201009306-2010-0012P DEPRECATORIO,093062010001
926/01/201009306-2010-0011P DEPRECATORIO,093062010001
1025/01/201009306-2010-0010P DEPRECATORIO,093062010001
1108/01/201009306-2010-0013  INSOLVENCIA,093062010001
1208/01/201009306-2010-0019  RECUSACIÓN,093062010001
1307/01/201009306-2010-0015  RECUSACIÓN,093062010001
1406/01/201009306-2010-0010  CONFESION JUDICIAL,093062010001
1506/01/201009306-2010-0011  DIVORCIO LITIGIOSO,093062010001
102/03/201009306-2010-0029P DEPRECATORIO,093062010002
201/03/201009306-2010-0028P DEPRECATORIO,093062010002
325/02/201009306-2010-0027P DEPRECATORIO,093062010002
425/02/201009306-2010-0026P DEPRECATORIO,093062010002
523/02/201009306-2010-0025P DEPRECATORIO,093062010002
620/02/201009306-2010-0024P DEPRECATORIO,093062010002
718/02/201009306-2010-0023P DEPRECATORIO,093062010002
812/02/201009306-2010-0021P DEPRECATORIO,093062010002
911/02/201009306-2010-0022P DEPRECATORIO,093062010002
1010/02/201009306-2010-0020P DEPRECATORIO,093062010002
1112/01/201009306-2010-0026  HONORARIOS,093062010002
1212/01/201009306-2010-0029  REQUERIMIENTO,093062010002
1311/01/201009306-2010-0025  OBLIGACIONES; ART. 423 CPC,093062010002
1411/01/201009306-2010-0027  DIVORCIO POR MUTUO CONSENTIMIENTO,093062010002
1508/01/201009306-2010-0020  SOLICITUD DE EMBARGO,093062010002
1608/01/201009306-2010-0023  PRESCRIPCIONES,093062010002
118/03/201009306-2010-0039P DEPRECATORIO,093062010003
217/03/201009306-2010-0038P DEPRECATORIO,093062010003
316/03/201009306-2010-0037P DEPRECATORIO,093062010003
415/03/201009306-2010-0036P DEPRECATORIO,093062010003
512/03/201009306-2010-0035P DEPRECATORIO,093062010003
611/03/201009306-2010-0034P DEPRECATORIO,093062010003
709/03/201009306-2010-0033P DEPRECATORIO,093062010003
808/03/201009306-2010-0032P DEPRECATORIO,093062010003
904/03/201009306-2010-0031P DEPRECATORIO,093062010003
1004/03/201009306-2010-0030P DEPRECATORIO,093062010003
1115/01/201009306-2010-0038  EXTINCION DE PATRIMONIO FAMILIAR,093062010003
1214/01/201009306-2010-0037  ALIMENTOS,093062010003
1314/01/201009306-2010-0034  LICENCIA JUDICIAL,093062010003
1413/01/201009306-2010-0032  DIVORCIO POR MUTUO CONSENTIMIENTO,093062010003
1513/01/201009306-2010-0030  OBLIGACIONES; ART. 423 CPC,093062010003
1613/01/201009306-2010-0033  DINERO,093062010003
"1713/01/201009306-2010-0035  AUTORIZACIONES, LICENCIAS JUDICIALES",093062010003
108/04/201009306-2010-0049P DEPRECATORIO,093062010004
208/04/201009306-2010-0048P DEPRECATORIO,093062010004
306/04/201009306-2010-0047P DEPRECATORIO,093062010004
401/04/201009306-2010-0046P DEPRECATORIO,093062010004
531/03/201009306-2010-0045P DEPRECATORIO,093062010004
629/03/201009306-2010-0044P DEPRECATORIO,093062010004
726/03/201009306-2010-0043P DEPRECATORIO,093062010004
825/03/201009306-2010-0042P DEPRECATORIO,093062010004
924/03/201009306-2010-0041P DEPRECATORIO,093062010004
1023/03/201009306-2010-0040P DEPRECATORIO,093062010004
1118/01/201009306-2010-0044  EMBARGO Y REMATE DE BIEN CON RESERVA DE DOMINIO,093062010004
1218/01/201009306-2010-0045  APREHENSION,093062010004
1315/01/201009306-2010-0040  COBRO DE DINERO,093062010004
1415/01/201009306-2010-0043  DIVORCIO LITIGIOSO,093062010004
128/04/201009306-2010-0059P DEPRECATORIO,093062010005
227/04/201009306-2010-0058P DEPRECATORIO,093062010005
326/04/201009306-2010-0057P DEPRECATORIO,093062010005
422/04/201009306-2010-0056P DEPRECATORIO,093062010005
521/04/201009306-2010-0055P DEPRECATORIO,093062010005
619/04/201009306-2010-0054P DEPRECATORIO,093062010005
715/04/201009306-2010-0053P DEPRECATORIO,093062010005
814/04/201009306-2010-0052P DEPRECATORIO,093062010005
914/04/201009306-2010-0051P DEPRECATORIO,093062010005
1012/04/201009306-2010-0050P DEPRECATORIO,093062010005
