descripcion,causa
119/01/201009353-2010-0009P DEPRECATORIO,093532010000
213/01/201009353-2010-0008P DEPRECATORIO,093532010000
313/01/201009353-2010-0007P DEPRECATORIO,093532010000
413/01/201009353-2010-0006P DEPRECATORIO,093532010000
513/01/201009353-2010-0005P DEPRECATORIO,093532010000
612/01/201009353-2010-0004P DEPRECATORIO,093532010000
712/01/201009353-2010-0003P COMISION,093532010000
808/01/201009353-2010-0002P DEPRECATORIO,093532010000
906/01/201009353-2010-0001P DEPRECATORIO,093532010000
1006/01/201009353-2010-0006  HABERES E INDEMNIZACIONES LABORALES,093532010000
1106/01/201009353-2010-0007  HABERES E INDEMNIZACIONES LABORALES,093532010000
1206/01/201009353-2010-0008  HABERES E INDEMNIZACIONES LABORALES,093532010000
1306/01/201009353-2010-0009  HABERES E INDEMNIZACIONES LABORALES,093532010000
1405/01/201009353-2010-0005  HABERES E INDEMNIZACIONES LABORALES,093532010000
1505/01/201009353-2010-0004  HABERES E INDEMNIZACIONES LABORALES,093532010000
1604/01/201009353-2010-0003  HABERES E INDEMNIZACIONES LABORALES,093532010000
1704/01/201009353-2010-0001  HABERES E INDEMNIZACIONES LABORALES,093532010000
1804/01/201009353-2010-0002  PAGO DE INDEMNIZACIONES LABORALES,093532010000
120/02/201009353-2010-0019P DEPRECATORIO,093532010001
220/02/201009353-2010-0018P DEPRECATORIO,093532010001
318/02/201009353-2010-0017P DEPRECATORIO,093532010001
412/02/201009353-2010-0016P DEPRECATORIO,093532010001
509/02/201009353-2010-0015P DEPRECATORIO,093532010001
629/01/201009353-2010-0014P DEPRECATORIO,093532010001
727/01/201009353-2010-0013P DEPRECATORIO,093532010001
826/01/201009353-2010-0012P DEPRECATORIO,093532010001
922/01/201009353-2010-0011P DEPRECATORIO,093532010001
1020/01/201009353-2010-0010P DEPRECATORIO,093532010001
1106/01/201009353-2010-0010  HABERES E INDEMNIZACIONES LABORALES,093532010001
1206/01/201009353-2010-0011  TERMINACION DE RELACIONES LABORALES ART. 584 C.T.,093532010001
1306/01/201009353-2010-0012  HABERES E INDEMNIZACIONES LABORALES,093532010001
1406/01/201009353-2010-0013  TERMINACION DE RELACIONES LABORALES ART. 584 C.T.,093532010001
1506/01/201009353-2010-0014  TERMINACION DE RELACIONES LABORALES ART. 584 C.T.,093532010001
1606/01/201009353-2010-0015  HABERES E INDEMNIZACIONES LABORALES,093532010001
1706/01/201009353-2010-0016  TERMINACION DE RELACIONES LABORALES ART. 584 C.T.,093532010001
