descripcion,causa
No se encuentran resultados.,092082010002
No se encuentran resultados.,092082011003
111/12/201209208-2012-0017P DEPRECATORIO,092082012001
211/12/201209208-2012-0018P DEPRECATORIO,092082012001
311/12/201209208-2012-0019P DEPRECATORIO,092082012001
410/12/201209208-2012-0011P DEPRECATORIO,092082012001
510/12/201209208-2012-0012P DEPRECATORIO,092082012001
610/12/201209208-2012-0013P DEPRECATORIO,092082012001
710/12/201209208-2012-0014P DEPRECATORIO,092082012001
810/12/201209208-2012-0015P DEPRECATORIO,092082012001
910/12/201209208-2012-0016P DEPRECATORIO,092082012001
1007/12/201209208-2012-0010P DEPRECATORIO,092082012001
1130/11/201209208-2012-0010  DIVORCIO POR CAUSAL,092082012001
1230/11/201209208-2012-0011  ALIMENTOS,092082012001
1330/11/201209208-2012-0012  RECUPERACION DEL MENOR O ENTREGA,092082012001
1430/11/201209208-2012-0013  ALIMENTOS,092082012001
1530/11/201209208-2012-0014  ALIMENTOS VOLUNTARIOS,092082012001
1630/11/201209208-2012-0015  DIVORCIO POR CAUSAL,092082012001
1730/11/201209208-2012-0016  ALIMENTOS,092082012001
"1830/11/201209208-2012-0017  TUTELAS, CURADURIAS",092082012001
1930/11/201209208-2012-0018  DIVORCIO POR MUTUO CONSENTIMIENTO,092082012001
2030/11/201209208-2012-0019  ALIMENTOS VOLUNTARIOS,092082012001
114/12/201209208-2012-0027P DEPRECATORIO,092082012002
214/12/201209208-2012-0028P DEPRECATORIO,092082012002
314/12/201209208-2012-0029P DEPRECATORIO,092082012002
413/12/201209208-2012-0023P DEPRECATORIO,092082012002
513/12/201209208-2012-0024P DEPRECATORIO,092082012002
613/12/201209208-2012-0025P DEPRECATORIO,092082012002
713/12/201209208-2012-0026P DEPRECATORIO,092082012002
812/12/201209208-2012-0021P DEPRECATORIO,092082012002
912/12/201209208-2012-0022P DEPRECATORIO,092082012002
1011/12/201209208-2012-0020P DEPRECATORIO,092082012002
1130/11/201209208-2012-0020  ALIMENTOS,092082012002
1230/11/201209208-2012-0021  DIVORCIO POR MUTUO CONSENTIMIENTO,092082012002
1330/11/201209208-2012-0022  ALIMENTOS,092082012002
1430/11/201209208-2012-0023  ALIMENTOS VOLUNTARIOS,092082012002
1530/11/201209208-2012-0024  ALIMENTOS,092082012002
1630/11/201209208-2012-0025  ALIMENTOS,092082012002
1730/11/201209208-2012-0026  ALIMENTOS,092082012002
1830/11/201209208-2012-0027  DIVORCIO POR MUTUO CONSENTIMIENTO,092082012002
1930/11/201209208-2012-0028  ALIMENTOS,092082012002
2030/11/201209208-2012-0029  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,092082012002
120/12/201209208-2012-0038P DEPRECATORIO,092082012003
220/12/201209208-2012-0039P DEPRECATORIO,092082012003
319/12/201209208-2012-0033P DEPRECATORIO,092082012003
419/12/201209208-2012-0034P DEPRECATORIO,092082012003
519/12/201209208-2012-0035P DEPRECATORIO,092082012003
619/12/201209208-2012-0036P DEPRECATORIO,092082012003
719/12/201209208-2012-0037P DEPRECATORIO,092082012003
818/12/201209208-2012-0032P DEPRECATORIO,092082012003
917/12/201209208-2012-0030P DEPRECATORIO,092082012003
1017/12/201209208-2012-0031P DEPRECATORIO,092082012003
1130/11/201209208-2012-0030  MALTRATO,092082012003
1230/11/201209208-2012-0031  ALIMENTOS,092082012003
1330/11/201209208-2012-0032  ALIMENTOS,092082012003
1430/11/201209208-2012-0034  ALIMENTOS,092082012003
1530/11/201209208-2012-0035  ALIMENTOS,092082012003
1630/11/201209208-2012-0036  DISOLUCION DE LA SOCIEDAD CONYUGAL,092082012003
1730/11/201209208-2012-0037  ALIMENTOS,092082012003
1830/11/201209208-2012-0038  ALIMENTOS,092082012003
1930/11/201209208-2012-0039  ALIMENTOS,092082012003
127/12/201209208-2012-0048P DEPRECATORIO,092082012004
227/12/201209208-2012-0049P DEPRECATORIO,092082012004
326/12/201209208-2012-0043P DEPRECATORIO,092082012004
426/12/201209208-2012-0044P DEPRECATORIO,092082012004
526/12/201209208-2012-0045P DEPRECATORIO,092082012004
626/12/201209208-2012-0046P DEPRECATORIO,092082012004
726/12/201209208-2012-0047P DEPRECATORIO,092082012004
821/12/201209208-2012-0041P DEPRECATORIO,092082012004
921/12/201209208-2012-0042P DEPRECATORIO,092082012004
1020/12/201209208-2012-0040P DEPRECATORIO,092082012004
1130/11/201209208-2012-0040  ALIMENTOS,092082012004
1230/11/201209208-2012-0041  ALIMENTOS,092082012004
1330/11/201209208-2012-0042  PRIVACION O PERDIDA JUDICIAL DE LA PATRIA POTESTAD,092082012004
1430/11/201209208-2012-0043  ALIMENTOS,092082012004
1530/11/201209208-2012-0044  ALIMENTOS,092082012004
1630/11/201209208-2012-0045  ALIMENTOS,092082012004
1730/11/201209208-2012-0046  ALIMENTOS,092082012004
1830/11/201209208-2012-0047  ALIMENTOS,092082012004
1930/11/201209208-2012-0048  AUTORIZACION DE SALIDA DEL PAIS VOLUNTARIA,092082012004
2030/11/201209208-2012-0049  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,092082012004
127/12/201209208-2012-0050P DEPRECATORIO,092082012005
230/11/201209208-2012-0050  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,092082012005
330/11/201209208-2012-0051  REGULACION DE VISITAS,092082012005
430/11/201209208-2012-0053  AUTORIZACION DE SALIDA DEL PAIS VOLUNTARIA,092082012005
530/11/201209208-2012-0054  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,092082012005
630/11/201209208-2012-0055  RECUPERACION DEL MENOR O ENTREGA,092082012005
730/11/201209208-2012-0056  ALIMENTOS,092082012005
830/11/201209208-2012-0057  DIVORCIO POR MUTUO CONSENTIMIENTO,092082012005
930/11/201209208-2012-0058  ALIMENTOS,092082012005
1030/11/201209208-2012-0059  ALIMENTOS VOLUNTARIOS,092082012005
130/11/201209208-2012-0060  INTERDICCION,092082012006
230/11/201209208-2012-0061  ALIMENTOS,092082012006
330/11/201209208-2012-0062  ALIMENTOS VOLUNTARIOS,092082012006
430/11/201209208-2012-0063  RECUPERACION DEL MENOR O ENTREGA,092082012006
530/11/201209208-2012-0064  ALIMENTOS,092082012006
630/11/201209208-2012-0065  DIVORCIO POR MUTUO CONSENTIMIENTO,092082012006
730/11/201209208-2012-0066  ALIMENTOS VOLUNTARIOS,092082012006
830/11/201209208-2012-0067  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,092082012006
