id_dependencia,nombre
1100,"Dependencia jurisdiccional: PRESIDENCIA
												Ciudad: CUENCA                                            
												"
1113,"Dependencia jurisdiccional: SALA ESPECIALIZADA DE LO CIVIL Y MERCANTIL DE LA CORTE PROVINCIAL DE JUSTICIA DE AZUAY
												Ciudad: CUENCA                                            
												"
1201,"Dependencia jurisdiccional: UNIDAD JUDICIAL DE FAMILIA MUJER NIÑEZ Y ADOLESCENCIA DE GUALACEO
												Ciudad: GUALACEO                                          
												"
1202,"Dependencia jurisdiccional: UNIDAD JUDICIAL DE FAMILIA MUJER NIÑEZ Y ADOLESCENCIA CON SEDE EN EL CANTÓN PAUTE, PROVINCIA DEL AZUAY
												Ciudad: PAUTE                                             
												"
1203,"Dependencia jurisdiccional: UNIDAD JUDICIAL DE FAMILIA MUJER NIÑEZ Y ADOLESCENCIA DE GIRÓN
												Ciudad: GIRON                                             
												"
1204,"Dependencia jurisdiccional: UNIDAD JUDICIAL DE FAMILIA, MUJER, NIÑEZ Y ADOLESCENCIA CON SEDE EN EL CANTÓN CUENCA
												Ciudad: CUENCA                                            
												"
1281,"Dependencia jurisdiccional: UNIDAD JUDICIAL PENAL DE GUALACEO
												Ciudad: GUALACEO                                          
												"
1282,"Dependencia jurisdiccional: UNIDAD JUDICIAL PENAL CON SEDE EN EL CANTÓN PAUTE, PROVINCIA DEL AZUAY
												Ciudad: PAUTE                                             
												"
1283,"Dependencia jurisdiccional: UNIDAD JUDICIAL PENAL CUENCA
												Ciudad: CUENCA                                            
												"
1331,"Dependencia jurisdiccional: UNIDAD JUDICIAL CIVIL CON SEDE EN EL CANTÓN GUALACEO, PROVINCIA DEL AZUAY
												Ciudad: GUALACEO                                          
												"
1332,"Dependencia jurisdiccional: UNIDAD JUDICIAL CIVIL CON SEDE EN EL CANTÓN PAUTE, PROVINCIA DEL AZUAY
												Ciudad: PAUTE                                             
												"
1333,"Dependencia jurisdiccional: UNIDAD JUDICIAL CIVIL CUENCA
												Ciudad: CUENCA                                            
												"
1371,"Dependencia jurisdiccional: UNIDAD JUDICIAL DE TRABAJO CUENCA
												Ciudad: CUENCA                                            
												"
1501,"Dependencia jurisdiccional: TRIBUNAL DISTRITAL DE LO CONTENCIOSO TRIBUTARIO
												Ciudad: CUENCA                                            
												"
1571,"Dependencia jurisdiccional: UNIDAD JUDICIAL ESPECIALIZADA DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR E INFRACCIONES CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA
												Ciudad: CUENCA                                            
												"
1610,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE CON SEDE EN EL CANTÓN SIGSIG
												Ciudad: SIGSIG                                            
												"
1612,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE DE GIRÓN
												Ciudad: GIRON                                             
												"
1613,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE DE SANTA ISABEL
												Ciudad: SANTA ISABEL                                      
												"
1617,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE DE SAN FERNANDO
												Ciudad: SAN FERNANDO                                      
												"
1618,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE DE NABÓN
												Ciudad: NABON                                             
												"
1619,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE DE OÑA
												Ciudad: OÑA                                               
												"
1658,"Dependencia jurisdiccional: UNIDAD JUDICIAL MULTICOMPETENTE DE PONCE ENRÍQUEZ
												Ciudad: CAMILO PONCE ENRIQUEZ                             
												"
1803,"Dependencia jurisdiccional: TRIBUNALES DISTRITALES N. 3 DE LO CONTENCIOSO ADMINISTRATIVO CON SEDE EN EL CANTÓN CUENCA
